,Id,v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,rez_esc,hhsize,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu5,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,dis,male,female,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco1,parentesco2,parentesco3,parentesco4,parentesco5,parentesco6,parentesco7,parentesco8,parentesco9,parentesco10,parentesco11,parentesco12,idhogar,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,meaneduc,instlevel1,instlevel2,instlevel3,instlevel4,instlevel5,instlevel6,instlevel7,instlevel8,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,Central,Chorotega,Paci­fico Central,Brunca,Huetar Atlantica,Huetar Norte,area1,area2,age,SQBescolari,SQBage,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,agesq,Target,region,imputed_rent,mean_per_capita_income,per_capita_rent,mobilephone_per_capita,computer_per_capita,tablet_per_capita,yrs_edu_lost,asset_owned,water_provision,sanitario_type,electricity_source,cooking_energy,education_level,wall_material,housing_situation,wall_status,floor_material,floor_status,roof_material,roof_status,marital_status,rubbish_disposal
72,ID_8d1510a53,170000.0,0,6,0,1,1,0,0.0,1,1,2,0,2,2,1,3,4,4,4,15,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,a0a822586,1,3,1,4,1.19406028376239,15,0,14.0,0,0,0,0,0,0,0,1,0,2,2.0,1,0,0,0,0,1,1,1,2,1,0,0,0,0,0,1,0,45,225,2025,16,225,1,4.0,1.0,196.0,2025,4.0,Central,170000.0,85000.0,85000.0,0.25,0.25,0.0,0.0,4,1,2,"CNFL, ICE, ESPH/JASEC",2,undergraduate and higher education,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
74,ID_4f75bf2e4,350000.0,0,6,0,1,1,1,3.0,0,1,1,0,2,2,0,3,3,3,3,16,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,b2ceb3e5c,1,2,0,3,.5,16,0,16.5,0,0,0,0,0,0,0,1,0,3,1.0,0,1,0,0,0,0,1,1,4,1,0,0,0,0,0,1,0,57,256,3249,9,256,1,1.0,0.25,272.25,3249,4.0,Central,0.0,0.0,202072.59421636903,0.3333333333333333,0.0,0.3333333333333333,0.0,4,1,2,"CNFL, ICE, ESPH/JASEC",2,undergraduate and higher education,block or brick,"own, paying in installments",good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
77,ID_32e57e6be,270000.0,0,6,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,3,14,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69bfa2895,1,2,0,3,.5,0,14,14.0,0,0,0,0,0,0,0,1,0,3,1.0,0,0,1,0,0,1,1,1,2,1,0,0,0,0,0,1,0,41,196,1681,9,0,1,1.0,0.25,196.0,1681,4.0,Central,0.0,0.0,155884.57268119897,0.3333333333333333,0.3333333333333333,0.0,0.0,4,1,2,"CNFL, ICE, ESPH/JASEC",2,undergraduate and higher education,block or brick,rented,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,unknown,tanker truck
80,ID_202c0a339,300000.0,0,7,0,1,1,1,1.0,0,1,1,0,2,2,0,3,3,3,3,13,0.0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,bcc196e5a,0,3,0,3,0,0,13,14.333332999999998,0,0,0,0,0,0,0,1,0,4,0.75,0,0,1,0,0,1,1,1,3,1,0,0,0,0,0,1,0,60,169,3600,9,0,0,0.5625,0.0,205.44444,3600,4.0,Central,0.0,0.0,173205.08075688774,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,5,1,3,"CNFL, ICE, ESPH/JASEC",2,undergraduate and higher education,"socket (wood, zinc or asbestos)",rented,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,divorced,tanker truck
84,ID_7855a5880,250000.0,0,5,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,6,0.0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,fca2c4361,0,3,2,3,2,6,0,9.333333,0,0,1,0,0,0,0,0,0,3,1.0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,67,36,4489,9,36,0,1.0,4.0,87.11110699999999,4489,4.0,Central,0.0,0.0,144337.56729740644,0.3333333333333333,0.0,0.0,0.0,2,1,2,"CNFL, ICE, ESPH/JASEC",3,complete primary,"socket (wood, zinc or asbestos)","own, paying in installments",regular,"mosaic, ceramic, terrazo",regular,metal foil or zinc,regular,married,tanker truck
86,ID_48c10ba80,170000.0,0,4,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,0,0.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2b1a06ddc,0,2,1,2,1.19406028376239,0,0,6.5,1,0,0,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,89,0,7921,4,0,0,1.0,1.0,42.25,7921,4.0,Central,170000.0,120208.15280171308,120208.15280171308,0.5,0.0,0.0,0.0,2,1,2,"CNFL, ICE, ESPH/JASEC",2,no level of education,wood,own and fully paid,regular,"mosaic, ceramic, terrazo",good,metal foil or zinc,regular,widow/er,tanker truck
91,ID_f1b296d83,170000.0,0,4,0,1,1,0,0.0,0,3,3,0,1,1,0,4,4,4,4,15,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,caa343c15,2,2,0,4,1.19406028376239,0,15,12.0,0,0,0,0,0,0,0,1,0,3,1.3333334,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,39,225,1521,16,0,4,1.7777778999999998,1.0,144.0,1521,4.0,Central,170000.0,85000.0,85000.0,0.25,0.0,0.0,1.0,2,1,2,"CNFL, ICE, ESPH/JASEC",2,undergraduate and higher education,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",good,"fiber cement, mezzanine",good,unknown,tanker truck
92,ID_d573a95c2,170000.0,0,4,0,1,1,0,0.0,0,0,0,0,1,1,0,1,1,1,1,11,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0b7ee52ff,0,1,1,1,8,0,11,11.0,0,0,0,0,1,0,0,0,0,2,0.5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,66,121,4356,1,0,0,0.25,64.0,121.0,4356,4.0,Central,170000.0,170000.0,170000.0,1.0,0.0,0.0,0.0,2,1,2,"CNFL, ICE, ESPH/JASEC",2,complete academic secondary level,wood,own and fully paid,good,cement,regular,"fiber cement, mezzanine",good,separated,tanker truck
95,ID_3f2e2fa81,130000.0,0,4,0,1,1,0,0.0,1,2,3,0,2,2,1,4,5,5,5,4,0.0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14aeb8605,2,3,0,5,.66666669,0,4,6.0,0,1,0,0,0,0,0,0,0,2,2.5,0,0,1,0,0,0,1,1,4,1,0,0,0,0,0,1,0,59,16,3481,25,0,4,6.25,0.44444448,36.0,3481,4.0,Central,0.0,0.0,58137.76741499453,0.2,0.0,0.0,0.0,3,1,2,"CNFL, ICE, ESPH/JASEC",2,incomplete primary,prefabricated or cement,rented,regular,"mosaic, ceramic, terrazo",regular,metal foil or zinc,regular,single,tanker truck
98,ID_afbc25a99,100000.0,0,3,0,1,1,0,0.0,0,1,1,0,2,2,0,3,3,3,3,8,0.0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,07a5de1ba,2,1,0,3,2,0,8,8.0,0,0,0,1,0,0,0,0,0,1,3.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,38,64,1444,9,0,4,9.0,4.0,64.0,1444,4.0,Central,0.0,0.0,57735.02691896258,0.3333333333333333,0.0,0.0,2.0,2,1,2,"CNFL, ICE, ESPH/JASEC",2,incomplete academic secondary level,prefabricated or cement,rented,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,separated,tanker truck
102,ID_b3dd09090,170000.0,0,6,0,1,1,1,1.0,1,1,2,0,1,1,1,2,3,3,3,17,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5e72b4b07,1,2,0,3,.5,0,17,14.0,0,0,0,0,0,0,0,0,1,3,1.0,1,0,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,43,289,1849,9,0,1,1.0,0.25,196.0,1849,4.0,Central,170000.0,98149.54576223639,98149.54576223639,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,4,1,3,"CNFL, ICE, ESPH/JASEC",2,postgraduate higher education,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
106,ID_c9fa0b1a8,170000.0,0,4,0,1,1,1,1.0,1,1,2,0,1,1,1,2,3,3,3,11,0.0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,288b0f0fa,1,2,0,3,.5,0,11,11.0,0,0,0,0,1,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,44,121,1936,9,0,1,2.25,0.25,121.0,1936,4.0,Central,170000.0,98149.54576223639,98149.54576223639,0.3333333333333333,0.0,0.3333333333333333,0.0,3,1,2,"CNFL, ICE, ESPH/JASEC",2,complete academic secondary level,prefabricated or cement,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,divorced,tanker truck
107,ID_ccc920272,170000.0,0,5,0,1,1,0,0.0,0,0,0,0,1,1,0,1,1,1,1,6,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ed19e63e8,0,1,1,1,8,0,6,6.0,0,0,1,0,0,0,0,0,0,3,0.33333334,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,79,36,6241,1,0,0,0.11111112,64.0,36.0,6241,4.0,Central,170000.0,170000.0,170000.0,1.0,0.0,0.0,0.0,2,1,2,"CNFL, ICE, ESPH/JASEC",2,complete primary,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,separated,tanker truck
108,ID_cadf08b53,170000.0,0,6,0,1,1,0,0.0,0,1,1,0,0,0,0,1,1,1,1,4,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,bb809b379,0,1,1,1,8,4,0,4.0,0,1,0,0,0,0,0,0,0,4,0.25,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,75,16,5625,1,16,0,0.0625,64.0,16.0,5625,4.0,Central,170000.0,170000.0,170000.0,1.0,0.0,0.0,0.0,2,1,2,"CNFL, ICE, ESPH/JASEC",2,incomplete primary,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,widow/er,tanker truck
109,ID_5be3504eb,170000.0,0,5,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,4,0.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,f954c1672,0,2,1,2,1.19406028376239,0,4,6.0,0,1,0,0,0,0,0,0,0,3,0.66666669,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,78,16,6084,4,0,0,0.44444448,1.0,36.0,6084,4.0,Central,170000.0,120208.15280171308,120208.15280171308,0.0,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",2,incomplete primary,wood,own and fully paid,good,"mosaic, ceramic, terrazo",good,"fiber cement, mezzanine",good,widow/er,tanker truck
112,ID_d483e2cc3,200000.0,0,5,0,1,1,0,0.0,1,2,3,0,3,3,1,5,6,6,6,14,0.0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,c179fa326,2,4,1,6,1.19406028376239,14,0,11.5,0,0,0,0,0,0,0,1,0,3,2.0,0,0,1,0,0,0,1,1,4,1,0,0,0,0,0,1,0,67,196,4489,36,196,4,4.0,1.0,132.25,4489,4.0,Central,0.0,0.0,81649.65809277262,0.16666666666666666,0.0,0.0,0.0,3,1,2,"CNFL, ICE, ESPH/JASEC",3,undergraduate and higher education,block or brick,rented,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
119,ID_2a67a7630,170000.0,0,7,0,1,1,1,2.0,0,1,1,0,3,3,0,4,4,4,4,15,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ac94e73e6,1,3,0,4,.33333334,15,0,13.0,0,0,0,0,0,0,0,1,0,4,1.0,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,55,225,3025,16,225,1,1.0,0.11111112,169.0,3025,4.0,Central,170000.0,85000.0,85000.0,0.25,0.0,0.25,0.0,3,1,2,"CNFL, ICE, ESPH/JASEC",3,undergraduate and higher education,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,regular,married,tanker truck
124,ID_0bc817cb2,110000.0,0,5,0,1,1,0,0.0,0,1,1,0,4,4,0,5,5,5,5,0,0.0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,d9e9b591a,0,5,1,5,.25,0,0,9.0,1,0,0,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,68,0,4624,25,0,0,2.7777777,0.0625,81.0,4624,2.0,Central,110000.0,49193.49550499537,49193.49550499537,0.2,0.0,0.0,0.0,2,1,2,"CNFL, ICE, ESPH/JASEC",2,no level of education,wood,own and fully paid,bad,"mosaic, ceramic, terrazo",bad,metal foil or zinc,bad,widow/er,tanker truck
128,ID_137c34443,170000.0,0,7,0,1,1,1,1.0,0,2,2,0,2,2,0,4,4,4,4,17,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,52123171a,0,4,3,4,3,17,0,12.75,0,0,0,0,0,0,0,1,0,4,1.0,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,75,289,5625,16,289,0,1.0,9.0,162.5625,5625,4.0,Central,170000.0,85000.0,85000.0,0.25,0.0,0.25,0.0,4,1,2,"CNFL, ICE, ESPH/JASEC",2,undergraduate and higher education,block or brick,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,married,tanker truck
132,ID_22d324777,260000.0,0,5,0,1,1,1,3.0,1,2,3,0,1,1,1,3,4,4,6,10,0.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,81cfc3f8c,2,2,0,4,1.19406028376239,10,0,9.5,0,0,0,1,0,0,0,0,0,3,2.0,0,0,1,0,0,0,0,1,5,1,0,0,0,0,0,1,0,34,100,1156,16,100,4,4.0,1.0,90.25,1156,4.0,Central,0.0,0.0,106144.5555206044,0.16666666666666666,0.0,0.16666666666666666,0.0,3,1,2,"CNFL, ICE, ESPH/JASEC",3,incomplete academic secondary level,wood,rented,regular,wood,good,metal foil or zinc,good,unknown,tanker truck
134,ID_9129298f7,170000.0,0,6,0,1,1,1,1.0,0,1,1,0,1,1,0,2,2,2,2,14,0.0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2d9be16e2,0,2,2,2,8,0,14,12.5,0,0,0,0,0,0,0,1,0,3,0.66666669,1,0,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,70,196,4900,4,0,0,0.44444448,64.0,156.25,4900,4.0,Central,170000.0,120208.15280171308,120208.15280171308,0.5,0.5,0.5,0.0,4,1,2,"CNFL, ICE, ESPH/JASEC",3,undergraduate and higher education,block or brick,own and fully paid,good,cement,good,metal foil or zinc,good,married,tanker truck
139,ID_28fd4d90b,564834.0,0,6,0,1,1,0,0.0,2,1,3,0,1,1,2,2,4,4,4,15,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,d8df976c0,2,2,0,4,1.19406028376239,0,15,13.5,0,0,0,0,0,0,0,1,0,3,1.3333334,0,1,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,42,225,1764,16,0,4,1.7777778999999998,1.0,182.25,1764,4.0,Central,0.0,0.0,282417.0,0.25,0.25,0.0,0.0,3,1,2,"CNFL, ICE, ESPH/JASEC",3,undergraduate and higher education,block or brick,"own, paying in installments",regular,"mosaic, ceramic, terrazo",regular,metal foil or zinc,regular,married,tanker truck
141,ID_39f0d4e07,270000.0,0,5,0,1,1,0,0.0,1,0,1,0,1,1,1,1,2,2,2,7,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51f90290c,1,1,0,2,1.19406028376239,0,7,7.0,0,0,0,1,0,0,0,0,0,3,0.66666669,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,49,49,2401,4,0,1,0.44444448,1.0,49.0,2401,3.0,Central,0.0,0.0,190918.83092036782,0.5,0.0,0.0,0.0,2,1,2,"CNFL, ICE, ESPH/JASEC",3,incomplete academic secondary level,block or brick,"own, paying in installments",regular,"mosaic, ceramic, terrazo",good,metal foil or zinc,regular,separated,tanker truck
142,ID_f46b0fb68,170000.0,0,1,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,6,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,a0dfd005d,0,2,0,2,0,0,6,5.5,0,0,1,0,0,0,0,0,0,1,2.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,58,36,3364,4,0,0,4.0,0.0,30.25,3364,4.0,Central,170000.0,120208.15280171308,120208.15280171308,0.5,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",3,complete primary,block or brick,own and fully paid,regular,"mosaic, ceramic, terrazo",regular,metal foil or zinc,good,unknown,tanker truck
153,ID_5523605f1,170000.0,1,3,1,1,1,0,0.0,0,8,8,0,2,2,0,10,10,10,10,5,0.0,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,63f11d6ea,1,9,1,10,.25,0,5,7.777777700000001,0,1,0,0,0,0,0,0,0,2,5.0,1,0,0,0,0,0,0,1,5,1,0,0,0,0,0,1,0,49,25,2401,100,0,1,25.0,0.0625,60.493824,2401,4.0,Central,170000.0,53758.720222862445,53758.720222862445,0.1,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",4,incomplete primary,zinc,own and fully paid,bad,unknown,bad,metal foil or zinc,bad,single,tanker truck
157,ID_d1c8bde78,175000.0,0,5,0,1,1,0,0.0,1,1,2,2,1,3,3,2,5,5,5,8,0.0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,347058ce6,3,2,0,5,1.5,8,0,9.5,0,0,0,1,0,0,0,0,0,3,1.6666666,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,27,64,729,25,64,9,2.7777777,2.25,90.25,729,1.0,Central,0.0,0.0,78262.37921249264,0.2,0.0,0.0,0.0,2,1,3,"CNFL, ICE, ESPH/JASEC",3,incomplete academic secondary level,"socket (wood, zinc or asbestos)",rented,regular,"mosaic, ceramic, terrazo",good,metal foil or zinc,bad,married,tanker truck
165,ID_c6ed796db,170000.0,0,7,0,1,1,1,2.0,0,2,2,1,4,5,1,6,7,7,7,5,0.0,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28ec0c747,1,6,1,7,.40000001,0,5,7.5,0,1,0,0,0,0,0,0,0,5,1.4,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,56,25,3136,49,0,1,1.9599999,0.16000001,56.25,3136,4.0,Central,170000.0,64253.96041156862,64253.96041156862,0.14285714285714285,0.0,0.14285714285714285,0.0,3,1,3,"CNFL, ICE, ESPH/JASEC",3,incomplete primary,prefabricated or cement,own and fully paid,good,"mosaic, ceramic, terrazo",good,metal foil or zinc,good,separated,tanker truck
171,ID_b0adca84e,110000.0,1,3,1,1,1,0,0.0,1,2,3,2,2,4,3,4,7,7,7,0,0.0,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71bec40bc,3,4,0,7,.75,0,0,4.5,1,0,0,0,0,0,0,0,0,2,3.5,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,60,0,3600,49,0,9,12.25,0.5625,20.25,3600,2.0,Central,110000.0,41576.092031014996,41576.092031014996,0.14285714285714285,0.0,0.0,1.0,2,1,3,"CNFL, ICE, ESPH/JASEC",3,no level of education,waste material,own and fully paid,bad,unknown,bad,unknown,bad,married,tanker truck
